cluster,annotation_type,gene
0,PTM - N6-succinyllysine,ACSS3
2,PTM - N6-succinyllysine,ACSS3
3,binds to LEFTY2,ACSS3
4,PTM - N6-succinyllysine,ACSS3
0,binds to DHX9,ACTA1
1,binds to CFL1,ACTA1
2,binds to HSPB2,ACTA1
3,binds to GC,ACTA1
4,binds to DNASE1,ACTA1
0,PTM - N-acetylcysteine; in intermediate form,ACTA2
1,binds to AARS1,ACTA2
2,binds to MRPL47,ACTA2
3,binds to AARS1,ACTA2
4,binds to MRPL47,ACTA2
0,PTM - Methionine (R)-sulfoxide,ACTBL2
1,binds to FN1,ACTBL2
2,PTM - Methionine (R)-sulfoxide,ACTBL2
3,PTM - Methionine (R)-sulfoxide,ACTBL2
4,binds to MCM3,ACTBL2
5,binds to BRK1,ACTBL2
0,binds to CFL2,ACTB
1,binds to ACTG1,ACTB
2,binds to DSTN,ACTB
3,binds to ACD,ACTB
4,binds to DSTN,ACTB
5,binds to CFL2,ACTB
0,binds to SLC4A1,ACTC1
1,binds to GC,ACTC1
2,binds to BCL11A,ACTC1
3,binds to SYNE2,ACTC1
4,PTM - N-acetylcysteine; in intermediate form,ACTC1
5,binds to ACTA2,ACTC1
0,binds to DSTN,ACTG1
1,binds to CFL1,ACTG1
2,binds to PFN2,ACTG1
3,binds to ATF7IP,ACTG1
4,binds to ATF7IP,ACTG1
5,binds to PFN2,ACTG1
0,binds to MLH1,ACTG2
1,binds to MLH1,ACTG2
2,binds to MLH1,ACTG2
3,binds to MLH1,ACTG2
4,binds to MLH1,ACTG2
5,PTM - N-acetylcysteine; in intermediate form,ACTG2
0,PTM - N-acetylserine,ACTL6A
1,binds to CDK9,ACTL6A
2,binds to UCHL5,ACTL6A
3,binds to KAT5,ACTL6A
4,binds to ARID1A,ACTL6A
5,binds to MORF4L2,ACTL6A
0,binds to TES,ACTL7A
1,binds to ENAH,ACTL7A
2,binds to ENAH,ACTL7A
3,binds to TES,ACTL7A
4,binds to ENAH,ACTL7A
5,binds to TES,ACTL7A
0,PTM - Phosphoserine,ACTL7B
1,PTM - Phosphoserine,ACTL7B
2,PTM - Phosphoserine,ACTL7B
3,PTM - Phosphoserine,ACTL7B
4,PTM - Phosphoserine,ACTL7B
0,Binding site,ACTN1
1,binds to ACTN3,ACTN1
2,binds to MTNR1A,ACTN1
3,binds to ACTN3,ACTN1
4,binds to MTNR1A,ACTN1
5,binds to ACTN3,ACTN1
0,binds to ACTB,ACTN2
1,binds to AKTIP,ACTN2
2,binds to ACTA2,ACTN2
3,binds to AKTIP,ACTN2
4,binds to ACTN3,ACTN2
5,binds to ACTA2,ACTN2
0,binds to ACTN3,ACTN4
1,binds to SERPINE1,ACTN4
2,binds to IDH3A,ACTN4
3,binds to ALDOC,ACTN4
4,binds to ACTN3,ACTN4
5,binds to ACTN3,ACTN4
0,binds to DCTN3,ACTR1A
1,binds to DCTN5,ACTR1A
2,binds to PSMC4,ACTR1A
3,binds to SPTBN2,ACTR1A
4,binds to RRS1,ACTR1A
5,PTM - N-acetylmethionine,ACTR1A
0,binds to DCTN3,ACTR1B
1,binds to DCTN4,ACTR1B
2,binds to ACTR1A,ACTR1B
3,binds to CCAR1,ACTR1B
4,binds to ACTB,ACTR1B
5,PTM - N-acetylmethionine,ACTR1B
0,binds to ANP32B,ACTR2
1,binds to ARPC5,ACTR2
2,binds to TPRKB,ACTR2
3,binds to ACTR3,ACTR2
4,binds to NIF3L1,ACTR2
0,binds to ARPC2,ACTR3
1,binds to ARPC3,ACTR3
2,binds to ARPC3,ACTR3
3,binds to WASF2,ACTR3
4,binds to ARPC5L,ACTR3
5,binds to ACTR2,ACTR3
0,binds to PUS7,ACTR6
1,binds to CHMP5,ACTR6
2,PTM - N-acetylthreonine,ACTR6
3,binds to RUVBL2,ACTR6
4,binds to RUVBL1,ACTR6
5,PTM - N-acetylthreonine,ACTR6
0,Binding site,ACTR8
1,binds to INO80,ACTR8
2,PTM - N-acetylmethionine,ACTR8
3,PTM - N-acetylmethionine,ACTR8
4,binds to YY1,ACTR8
5,PTM - N-acetylmethionine,ACTR8
0,binds to HSP90AB1,ACVR1B
1,binds to INHBB,ACVR1B
2,Active site,ACVR1B
3,binds to BMPR2,ACVR1B
4,binds to ACVR2A,ACVR1B
5,binds to INHBA,ACVR1B
1,Binding site,ACVR1C
2,binds to HSP90AB1,ACVR1C
3,binds to HSP90AB1,ACVR1C
4,binds to HSP90AB1,ACVR1C
5,binds to HSP90AB1,ACVR1C
0,Active site,ACVR1
1,binds to BMPR2,ACVR1
2,binds to AP2B1,ACVR1
3,binds to VDR,ACVR1
4,Active site,ACVR1
5,binds to FKBP1A,ACVR1
0,binds to INHBA,ACVR2A
1,binds to SYNJ2BP,ACVR2A
2,binds to ACVR1B,ACVR2A
3,binds to DAXX,ACVR2A
0,binds to ERBIN,ACVR2B
2,binds to BMP2,ACVR2B
3,binds to HSP90AB1,ACVR2B
4,binds to BMP2,ACVR2B
5,Binding site,ACVR2B
0,binds to TGFBR2,ACVRL1
1,Active site,ACVRL1
2,binds to ACVR2A,ACVRL1
3,Active site,ACVRL1
4,binds to TGFB3,ACVRL1
5,binds to TGFB3,ACVRL1
0,Active site,ACY1
1,binds to TFAP2A,ACY1
2,binds to POT1,ACY1
3,binds to TTC1,ACY1
4,binds to BBS2,ACY1
0,binds to ASPA,ACY3
1,Binding site,ACY3
2,binds to PMM2,ACY3
3,binds to RARG,ACY3
4,binds to PLEKHF2,ACY3
0,Active site,ACYP1
1,Active site,ACYP1
2,PTM - N-acetylalanine,ACYP1
3,Active site,ACYP1
4,Active site,ACYP1
0,Active site,ACYP2
1,binds to CREBZF,ACYP2
2,PTM - N-acetylserine,ACYP2
3,binds to CREBZF,ACYP2
4,binds to CREBZF,ACYP2
5,binds to CREBZF,ACYP2
0,Active site,ADAL
1,Binding site,ADAL
2,Active site,ADAL
3,Active site,ADAL
4,Active site,ADAL
5,Active site,ADAL
0,Active site,ADAM10
1,binds to AXL,ADAM10
2,binds to OR4S2,ADAM10
3,binds to AXL,ADAM10
2,binds to STC2,ADAM11
0,Binding site,ADAM15
1,Active site,ADAM15
2,PTM - Phosphotyrosine; by HCK and LCK,ADAM15
3,Active site,ADAM15
4,Active site,ADAM15
5,Active site,ADAM15
0,Active site,ADAM17
1,binds to TIMP3,ADAM17
2,Active site,ADAM17
3,binds to APP,ADAM17
4,binds to TIMP3,ADAM17
5,PTM - Phosphothreonine; by MAPK14,ADAM17
0,Active site,ADAM21
4,Active site,ADAM21
0,binds to HCK,ADAM22
1,binds to HCK,ADAM22
4,Active site,ADAM30
2,PTM - Phosphoserine,ADAM32
3,PTM - Phosphoserine,ADAM32
0,Active site,ADAM8
1,binds to SELPLG,ADAM8
2,Active site,ADAM8
3,binds to SELPLG,ADAM8
4,binds to SELPLG,ADAM8
0,PTM - Phosphoserine,ADAM9
2,Active site,ADAM9
4,Active site,ADAM9
5,Active site,ADAM9
1,Active site,ADAMTS12
0,binds to F8,ADAMTS13
3,Active site,ADAMTS17
2,Active site,ADAMTS20
3,Active site,ADAMTS20
3,Active site,ADAMTS8
2,Active site,ADAMTS9
4,Active site,ADAMTS9
0,Sensor for electrophilic agents,ADAMTSL1
1,Sensor for electrophilic agents,ADAMTSL1
2,Sensor for electrophilic agents,ADAMTSL1
3,Sensor for electrophilic agents,ADAMTSL1
4,Sensor for electrophilic agents,ADAMTSL1
5,Sensor for electrophilic agents,ADAMTSL1
1,binds to ADAMTSL5,ADAMTSL4
2,binds to ADAMTSL5,ADAMTSL4
3,binds to ADAMTSL5,ADAMTSL4
4,binds to ADAMTSL5,ADAMTSL4
0,binds to PSME3,ADAP1
1,binds to KIF13B,ADAP1
2,PTM - Phosphoserine; by PKC,ADAP1
3,binds to KIF13B,ADAP1
4,binds to PIK3CA,ADAP1
5,binds to DVL3,ADAP1
0,binds to PIN1,ADARB1
1,binds to LRPPRC,ADARB1
2,binds to PIN1,ADARB1
3,binds to LRPPRC,ADARB1
4,binds to PIN1,ADARB1
0,Active site,ADARB2
1,Active site,ADARB2
2,Active site,ADARB2
3,Active site,ADARB2
4,Active site,ADARB2
5,Active site,ADARB2
0,Active site,ADAR
1,binds to TGM2,ADAR
2,Active site,ADAR
3,binds to AGO2,ADAR
4,binds to AGO2,ADAR
5,binds to AGO2,ADAR
0,PTM - Phosphoserine,ADAT1
1,Active site,ADAT1
2,Binding site,ADAT1
3,Active site,ADAT1
4,Active site,ADAT1
5,Active site,ADAT1
0,binds to NAV2,ADAT2
1,binds to NAV2,ADAT2
2,binds to NAV2,ADAT2
3,binds to NAV2,ADAT2
4,binds to NAV2,ADAT2
5,Active site,ADAT2
0,PTM - N-acetylmethionine,ADAT3
1,Binding site,ADAT3
2,Binding site,ADAT3
3,Binding site,ADAT3
4,Binding site,ADAT3
5,Binding site,ADAT3
0,Active site,ADA
1,binds to ATXN2,ADA
2,Active site,ADA
3,binds to DPP4,ADA
4,PTM - N-acetylalanine,ADA
5,binds to DPP4,ADA
0,Binding site,ADCK1
1,Active site,ADCK1
2,Active site,ADCK1
3,Binding site,ADCK1
5,Active site,ADCK1
0,Binding site,ADCK2
1,Active site,ADCK2
2,Active site,ADCK2
3,Binding site,ADCK2
0,Binding site,ADCY10
1,Binding site,ADCY10
2,Binding site,ADCY10
3,Binding site,ADCY10
4,Binding site,ADCY10
5,Binding site,ADCY10
0,Binding site,ADCY1
1,Binding site,ADCY1
2,PTM - Phosphoserine,ADCY1
3,Binding site,ADCY1
4,Binding site,ADCY1
5,Binding site,ADCY1
0,binds to ADCY5,ADCY2
1,PTM - Phosphoserine; by PKC,ADCY2
2,PTM - Phosphoserine; by PKC,ADCY2
3,binds to ADCY5,ADCY2
4,binds to ADCY5,ADCY2
5,PTM - Phosphoserine; by PKC,ADCY2
0,Binding site,ADCY3
1,Binding site,ADCY3
2,Binding site,ADCY3
3,Binding site,ADCY3
4,Binding site,ADCY3
5,Binding site,ADCY3
0,PTM - Phosphoserine,ADCY4
1,binds to TRIM54,ADCY4
2,binds to TRIM54,ADCY4
3,PTM - Phosphoserine,ADCY4
0,binds to ADCY2,ADCY5
1,PTM - Omega-N-methylarginine,ADCY5
2,PTM - Omega-N-methylarginine,ADCY5
3,binds to ADCY2,ADCY5
4,PTM - Omega-N-methylarginine,ADCY5
5,PTM - Omega-N-methylarginine,ADCY5
0,binds to ATXN1,ADCY6
1,PTM - Phosphoserine,ADCY6
2,binds to ATXN1,ADCY6
3,PTM - Phosphoserine,ADCY6
0,Binding site,ADCY7
1,binds to BUD31,ADCY7
2,binds to BUD31,ADCY7
3,Binding site,ADCY7
4,Binding site,ADCY7
5,binds to BUD31,ADCY7
0,Binding site,ADCY8
1,PTM - Omega-N-methylarginine,ADCY8
2,Binding site,ADCY8
3,Binding site,ADCY8
4,Binding site,ADCY8
5,Binding site,ADCY8
0,Binding site,ADCY9
1,Binding site,ADCY9
2,PTM - Phosphoserine,ADCY9
3,Binding site,ADCY9
4,Binding site,ADCY9
5,Binding site,ADCY9
0,PTM - Phosphoserine,ADCYAP1R1
2,binds to ADCYAP1,ADCYAP1R1
3,PTM - Phosphoserine,ADCYAP1R1
4,binds to ADCYAP1,ADCYAP1R1
1,binds to CASP2,ADCYAP1
0,PTM - N-acetylmethionine,ADD1
1,PTM - N-acetylmethionine,ADD1
2,PTM - N-acetylmethionine,ADD1
3,PTM - N-acetylmethionine,ADD1
0,PTM - Phosphoserine,ADD2
1,PTM - Phosphoserine,ADD2
2,PTM - Phosphoserine,ADD2
3,PTM - Phosphoserine,ADD2
4,PTM - Phosphoserine,ADD2
5,PTM - Phosphoserine,ADD2
0,PTM - N-acetylserine,ADD3
1,PTM - N-acetylserine,ADD3
2,PTM - N-acetylserine,ADD3
3,Sensor for electrophilic agents,ADD3
4,PTM - N-acetylserine,ADD3
5,PTM - N-acetylserine,ADD3
0,Binding site,ADGB
1,Binding site,ADGB
2,Binding site,ADGB
3,Binding site,ADGB
4,Binding site,ADGB
5,Binding site,ADGB
0,binds to HADH,ADH1A
1,PTM - N-acetylserine,ADH1A
2,binds to CSNK2A2,ADH1A
3,Binding site,ADH1A
4,PTM - N-acetylserine,ADH1A
5,PTM - N-acetylserine,ADH1A
0,PTM - N-acetylserine,ADH1B
1,binds to IRAK3,ADH1B
2,binds to RACK1,ADH1B
3,binds to IRAK3,ADH1B
4,binds to IRAK3,ADH1B
5,binds to IRAK3,ADH1B
0,PTM - Phosphoserine,ADH4
1,binds to RPL35,ADH4
2,PTM - Phosphoserine,ADH4
3,PTM - Phosphoserine,ADH4
4,Binding site,ADH4
5,PTM - Phosphoserine,ADH4
0,Binding site,ADH5
1,Sensor for electrophilic agents,ADH5
2,binds to ARNT,ADH5
3,binds to ARNT,ADH5
0,binds to ARRB1,ADH6
1,Binding site,ADH6
2,binds to ANKRD17,ADH6
3,binds to ANKRD17,ADH6
4,binds to ARRB1,ADH6
5,binds to ARRB1,ADH6
0,Binding site,ADH7
1,Binding site,ADH7
2,Binding site,ADH7
3,Binding site,ADH7
4,Binding site,ADH7
5,Binding site,ADH7
1,binds to LIPC,ADHFE1
2,binds to GNAQ,ADHFE1
3,PTM - N6-acetyllysine,ADHFE1
4,binds to GNAQ,ADHFE1
5,binds to LIPC,ADHFE1
0,binds to GNPDA2,ADI1
1,Binding site,ADI1
2,Binding site,ADI1
3,binds to ALDH5A1,ADI1
4,Binding site,ADI1
0,binds to KASH5,ADIPOQ
1,binds to KASH5,ADIPOQ
2,PTM - 5-hydroxylysine,ADIPOQ
3,binds to KASH5,ADIPOQ
4,Sensor for electrophilic agents,ADIPOQ
5,binds to KASH5,ADIPOQ
0,binds to DPH3,ADIPOR1
1,binds to NAA20,ADIPOR1
2,Binding site,ADIPOR1
3,Binding site,ADIPOR1
4,binds to NFKBIL1,ADIPOR1
5,binds to APPL1,ADIPOR1
0,binds to APPL1,ADIPOR2
1,binds to LSM1,ADIPOR2
2,Binding site,ADIPOR2
3,binds to APPL1,ADIPOR2
4,Binding site,ADIPOR2
5,Binding site,ADIPOR2
0,binds to PITPNB,ADK
1,binds to SRD5A3,ADK
2,binds to RBM12,ADK
3,Active site,ADK
4,Active site,ADK
5,PTM - N-acetylalanine,ADK
2,binds to CALCRL,ADM
3,binds to CALCRL,ADM
0,DNA binding,ADNP2
1,DNA binding,ADNP2
2,DNA binding,ADNP2
3,DNA binding,ADNP2
4,DNA binding,ADNP2
5,DNA binding,ADNP2
0,DNA binding,ADNP
1,PTM - Phosphoserine,ADNP
2,DNA binding,ADNP
3,DNA binding,ADNP
4,DNA binding,ADNP
5,DNA binding,ADNP
0,binds to ATXN1L,ADORA1
1,binds to ATXN1L,ADORA1
2,binds to ATXN1L,ADORA1
3,binds to ATXN1L,ADORA1
4,binds to ADORA2A,ADORA1
5,binds to ATXN1L,ADORA1
0,binds to USP4,ADORA2A
1,binds to ACTN1,ADORA2A
2,binds to ACTN3,ADORA2A
3,binds to ACTN1,ADORA2A
4,binds to NECAB2,ADORA2A
5,binds to USP4,ADORA2A
0,binds to DCC,ADORA2B
1,binds to DCC,ADORA2B
2,binds to DCC,ADORA2B
3,binds to DCC,ADORA2B
4,binds to ZNF267,ADORA2B
5,Binding site,ADORA2B
0,Binding site,ADO
1,Binding site,ADO
2,Binding site,ADO
3,Binding site,ADO
4,Binding site,ADO
5,Binding site,ADO
1,binds to ABCB8,ADPGK
2,binds to TCAP,ADPGK
3,binds to TCAP,ADPGK
4,binds to TADA3,ADPGK
5,binds to GDF9,ADPGK
0,PTM - Phosphoserine,ADPRHL1
1,PTM - Phosphoserine,ADPRHL1
2,PTM - Phosphoserine,ADPRHL1
3,PTM - Phosphoserine,ADPRHL1
4,PTM - Phosphoserine,ADPRHL1
5,PTM - Phosphoserine,ADPRHL1
0,Binding site,ADPRH
1,Binding site,ADPRH
2,Binding site,ADPRH
3,binds to ACD,ADPRH
4,Binding site,ADPRH
5,Binding site,ADPRH
0,Binding site,ADPRM
1,Binding site,ADPRM
2,Binding site,ADPRM
3,Binding site,ADPRM
4,PTM - N-acetylmethionine,ADPRM
5,Binding site,ADPRM
0,PTM - Phosphoserine; by PKA,ADRA1A
1,PTM - Phosphoserine; by PKA,ADRA1A
2,PTM - Phosphoserine; by PKA,ADRA1A
3,PTM - Phosphoserine; by PKA,ADRA1A
4,PTM - Phosphoserine; by PKA,ADRA1A
5,PTM - Phosphoserine; by PKA,ADRA1A
0,PTM - Phosphothreonine,ADRA1B
1,PTM - Phosphothreonine,ADRA1B
2,PTM - Phosphothreonine,ADRA1B
3,PTM - Phosphothreonine,ADRA1B
4,PTM - Phosphothreonine,ADRA1B
5,PTM - Phosphothreonine,ADRA1B
0,binds to GNG2,ADRA2A
1,binds to ADRB1,ADRA2A
2,binds to ADRB1,ADRA2A
3,binds to ADRB1,ADRA2A
4,binds to GNAO1,ADRA2A
5,binds to ADRB1,ADRA2A
0,binds to RAB26,ADRA2B
1,Sensor for electrophilic agents,ADRA2B
2,binds to RAB26,ADRA2B
3,binds to RAB26,ADRA2B
4,binds to RAB26,ADRA2B
0,Sensor for electrophilic agents,ADRA2C
1,Sensor for electrophilic agents,ADRA2C
2,Sensor for electrophilic agents,ADRA2C
3,Sensor for electrophilic agents,ADRA2C
4,Sensor for electrophilic agents,ADRA2C
5,Sensor for electrophilic agents,ADRA2C
0,binds to ADRA2A,ADRB1
1,binds to ADRA2A,ADRB1
2,binds to DLG4,ADRB1
3,binds to ADRA2A,ADRB1
0,binds to SRC,ADRB2
1,binds to PLA2G2D,ADRB2
2,binds to CD4,ADRB2
3,binds to ARRB2,ADRB2
4,binds to ADCY3,ADRB2
5,binds to VEGFB,ADRB2
0,binds to UCHL5,ADRM1
1,binds to ATP6V0D2,ADRM1
2,binds to PSMC3,ADRM1
3,binds to ECPAS,ADRM1
4,binds to PSMB4,ADRM1
5,binds to PSMD13,ADRM1
0,binds to ABAT,ADSL
1,binds to ALDH8A1,ADSL
2,binds to GTF2I,ADSL
3,binds to TWF1,ADSL
0,Sensor for electrophilic agents,ADTRP
1,Sensor for electrophilic agents,ADTRP
2,Sensor for electrophilic agents,ADTRP
3,Sensor for electrophilic agents,ADTRP
4,Sensor for electrophilic agents,ADTRP
5,Sensor for electrophilic agents,ADTRP
0,binds to GRB2,AEBP1
1,binds to GRB2,AEBP1
3,binds to GRB2,AEBP1
4,binds to GRB2,AEBP1
5,binds to GRB2,AEBP1
0,PTM - N-acetylalanine,AEBP2
1,PTM - N-acetylalanine,AEBP2
2,PTM - N-acetylalanine,AEBP2
3,PTM - N-acetylalanine,AEBP2
4,PTM - N-acetylalanine,AEBP2
5,PTM - N-acetylalanine,AEBP2
0,PTM - Phosphoserine,AFAP1L1
1,PTM - Phosphoserine,AFAP1L1
2,PTM - Phosphoserine,AFAP1L1
3,PTM - Phosphoserine,AFAP1L1
0,binds to ACD,AFAP1L2
1,PTM - Phosphotyrosine,AFAP1L2
2,PTM - Phosphotyrosine,AFAP1L2
3,binds to ACD,AFAP1L2
4,binds to ACD,AFAP1L2
5,binds to ACD,AFAP1L2
0,PTM - N-acetylmethionine,AFAP1
1,PTM - N-acetylmethionine,AFAP1
2,PTM - N-acetylmethionine,AFAP1
3,PTM - N-acetylmethionine,AFAP1
4,PTM - N-acetylmethionine,AFAP1
5,PTM - N-acetylmethionine,AFAP1
0,PTM - Phosphoserine,AFF1
1,PTM - Phosphoserine,AFF1
2,PTM - Phosphoserine,AFF1
3,PTM - Phosphoserine,AFF1
4,PTM - Phosphoserine,AFF1
5,PTM - Phosphoserine,AFF1
0,PTM - Phosphoserine,AFF2
1,PTM - Phosphoserine,AFF2
2,PTM - Phosphoserine,AFF2
3,PTM - Phosphoserine,AFF2
4,PTM - Phosphoserine,AFF2
5,PTM - Phosphoserine,AFF2
0,PTM - Phosphoserine,AFF3
1,PTM - Phosphoserine,AFF3
2,PTM - Phosphoserine,AFF3
3,PTM - Phosphoserine,AFF3
4,PTM - Phosphoserine,AFF3
5,PTM - Phosphoserine,AFF3
0,binds to AP2B1,AFF4
1,PTM - Phosphoserine,AFF4
2,binds to AP2B1,AFF4
3,binds to AP2B1,AFF4
4,PTM - Phosphoserine,AFF4
5,PTM - Phosphoserine,AFF4
0,binds to ATP1A1,AFG3L2
1,binds to NDUFA9,AFG3L2
2,binds to ATP1A1,AFG3L2
3,binds to ATP1A1,AFG3L2
4,binds to CYC1,AFG3L2
5,binds to ATP1A1,AFG3L2
0,Active site,AFMID
1,binds to UAP1L1,AFMID
2,Active site,AFMID
3,Active site,AFMID
4,Active site,AFMID
5,binds to PCBD1,AFMID
1,Binding site,AFP
2,binds to CASP3,AFP
3,binds to MED27,AFP
0,PTM - Phosphoserine,AFTPH
1,PTM - Phosphoserine,AFTPH
2,PTM - Phosphoserine,AFTPH
3,PTM - Phosphoserine,AFTPH
4,PTM - Phosphoserine,AFTPH
5,PTM - Phosphoserine,AFTPH
0,PTM - N-acetylmethionine,AGAP1
1,binds to GRB7,AGAP1
2,PTM - N-acetylmethionine,AGAP1
3,PTM - N-acetylmethionine,AGAP1
4,binds to GRB7,AGAP1
5,PTM - N-acetylmethionine,AGAP1
0,binds to EPB41L1,AGAP2
1,binds to EPB41L1,AGAP2
2,PTM - Phosphoserine,AGAP2
3,PTM - Phosphoserine,AGAP2
4,binds to EPB41L1,AGAP2
5,PTM - Phosphoserine,AGAP2
0,Binding site,AGAP3
1,PTM - Phosphothreonine,AGAP3
2,binds to HSPB1,AGAP3
3,PTM - Phosphothreonine,AGAP3
4,Binding site,AGAP3
5,PTM - Phosphothreonine,AGAP3
0,Binding site,AGA
3,Binding site,AGA
4,Binding site,AGA
5,Binding site,AGA
0,Binding site,AGBL1
1,Active site,AGBL1
2,Active site,AGBL1
3,Active site,AGBL1
4,Active site,AGBL1
5,Active site,AGBL1
0,Active site,AGBL2
1,Active site,AGBL2
2,Active site,AGBL2
3,Active site,AGBL2
4,Binding site,AGBL2
5,Active site,AGBL2
0,Active site,AGBL3
1,Active site,AGBL3
2,Active site,AGBL3
3,Active site,AGBL3
4,Active site,AGBL3
5,Active site,AGBL3
0,Active site,AGBL4
1,Active site,AGBL4
2,Active site,AGBL4
3,Active site,AGBL4
4,Active site,AGBL4
5,Active site,AGBL4
0,Active site,AGBL5
1,Active site,AGBL5
2,Active site,AGBL5
3,Active site,AGBL5
4,PTM - Phosphoserine,AGBL5
5,Binding site,AGBL5
0,binds to S100P,AGER
1,binds to S100A13,AGER
2,binds to S100A13,AGER
0,PTM - Phosphoserine,AGFG1
1,PTM - Phosphoserine,AGFG1
2,PTM - Phosphoserine,AGFG1
3,binds to APC,AGFG1
4,binds to NIF3L1,AGFG1
5,binds to PKIA,AGFG1
0,PTM - N6-acetyllysine,AGFG2
1,binds to EPS15,AGFG2
2,binds to ITSN1,AGFG2
3,binds to EPS15,AGFG2
4,binds to EPS15,AGFG2
5,PTM - N6-acetyllysine,AGFG2
0,PTM - N-acetylalanine,AGGF1
1,PTM - N-acetylalanine,AGGF1
2,PTM - N-acetylalanine,AGGF1
3,PTM - N-acetylalanine,AGGF1
4,PTM - N-acetylalanine,AGGF1
0,PTM - N6-acetyllysine,AGK
1,PTM - N6-acetyllysine,AGK
2,PTM - N6-acetyllysine,AGK
3,PTM - N6-acetyllysine,AGK
4,PTM - N6-acetyllysine,AGK
0,Active site,AGL
1,Active site,AGL
2,Active site,AGL
3,Active site,AGL
4,PTM - Phosphoserine,AGL
5,Active site,AGL
0,binds to SERPINH1,AGMAT
1,binds to NONO,AGMAT
2,binds to SF3B3,AGMAT
4,binds to SERPINH1,AGMAT
0,binds to KHDRBS1,AGO1
1,binds to AGO2,AGO1
2,binds to PARP2,AGO1
3,binds to AGO2,AGO1
4,binds to AGO2,AGO1
5,binds to AGO2,AGO1
0,binds to DDX6,AGO2
1,binds to AGO1,AGO2
2,binds to ADAR,AGO2
3,binds to DCP2,AGO2
4,binds to ADAR,AGO2
5,binds to AGO1,AGO2
0,binds to BDNF,AGO3
1,binds to ATP4B,AGO3
2,binds to ATP4B,AGO3
3,binds to PTGES3,AGO3
4,binds to ATP4B,AGO3
5,binds to AGO4,AGO3
0,binds to AGO3,AGO4
1,binds to AGO3,AGO4
2,binds to AGO3,AGO4
3,binds to AGO3,AGO4
4,binds to AGO3,AGO4
5,binds to AGO3,AGO4
1,binds to SLC23A2,AGPAT2
2,binds to SLC23A2,AGPAT2
3,binds to SLC23A2,AGPAT2
0,binds to LGALS3,AGPS
1,Binding site,AGPS
2,binds to LMAN1,AGPS
3,binds to MRPL37,AGPS
4,binds to ABCD1,AGPS
5,binds to GORASP1,AGPS
0,binds to CRMP1,AGR2
1,binds to CATSPER1,AGR2
3,binds to LYPD3,AGR2
5,binds to DAG1,AGR2
0,binds to PTPN1,AGR3
1,binds to APC,AGR3
3,binds to DAG1,AGR3
4,binds to APC,AGR3
5,binds to APC,AGR3
0,PTM - Phosphoserine,AGRN
1,Binding site,AGRN
2,Binding site,AGRN
4,Sensor for electrophilic agents,AGRN
5,Binding site,AGRN
3,binds to MC3R,AGRP
0,PTM - Phosphoserine,AGTPBP1
1,Binding site,AGTPBP1
2,Active site,AGTPBP1
3,Active site,AGTPBP1
4,Active site,AGTPBP1
5,Active site,AGTPBP1
0,binds to AGT,AGTR1
1,binds to ZBTB16,AGTR1
2,Binding site,AGTR1
3,binds to RAB5A,AGTR1
4,binds to BDKRB2,AGTR1
5,Binding site,AGTR1
0,binds to GNAI2,AGTR2
1,Binding site,AGTR2
2,binds to ZBTB16,AGTR2
3,binds to ERBB3,AGTR2
4,Binding site,AGTR2
5,binds to AGT,AGTR2
0,PTM - Phosphoserine,AGTRAP
1,PTM - Phosphoserine,AGTRAP
2,PTM - Phosphoserine,AGTRAP
3,PTM - Phosphoserine,AGTRAP
4,PTM - Phosphoserine,AGTRAP
5,PTM - Phosphoserine,AGTRAP
1,binds to ACE,AGT
3,binds to REN,AGT
4,binds to DPP3,AGT
1,binds to CYP2E1,AGXT2
3,binds to CYP2E1,AGXT2
5,binds to CYP2E1,AGXT2
0,binds to ACAT1,AGXT
1,binds to SNCAIP,AGXT
2,Binding site,AGXT
3,binds to BMI1,AGXT
4,binds to PEX5,AGXT
5,binds to SNCAIP,AGXT
0,DNA binding,AHCTF1
1,PTM - Phosphoserine,AHCTF1
2,DNA binding,AHCTF1
3,binds to CTNNB1,AHCTF1
4,binds to CTNNB1,AHCTF1
5,binds to CTNNB1,AHCTF1
0,binds to SUMO2,AHCYL1
1,PTM - N-acetylserine,AHCYL1
2,binds to UFC1,AHCYL1
3,binds to VPS4B,AHCYL1
4,binds to CD2BP2,AHCYL1
5,binds to BID,AHCYL1
0,binds to ANP32E,AHCYL2
1,binds to PSMD4,AHCYL2
2,binds to ANP32E,AHCYL2
3,binds to PSMD4,AHCYL2
4,PTM - N-acetylserine,AHCYL2
5,binds to ANP32B,AHCYL2
0,binds to ANKRD40,AHCY
1,PTM - N-acetylserine,AHCY
2,binds to DHX15,AHCY
3,PTM - N-acetylserine,AHCY
4,PTM - N-acetylserine,AHCY
5,binds to DHX15,AHCY
0,DNA binding,AHDC1
1,DNA binding,AHDC1
2,DNA binding,AHDC1
3,DNA binding,AHDC1
4,DNA binding,AHDC1
5,DNA binding,AHDC1
0,PTM - Phosphoserine,AHI1
1,PTM - Phosphoserine,AHI1
2,PTM - Phosphoserine,AHI1
3,binds to HAP1,AHI1
4,PTM - Phosphoserine,AHI1
5,PTM - Phosphoserine,AHI1
0,PTM - Phosphoserine,AHNAK2
1,PTM - Phosphoserine,AHNAK2
2,binds to DYNC1I2,AHNAK2
3,binds to DYNC1I2,AHNAK2
4,PTM - Phosphoserine,AHNAK2
5,PTM - Phosphoserine,AHNAK2
0,PTM - N-acetylmethionine,AHNAK
